,Region,Incident ID,Incident Type,Full Location ,Start Date,Start Time,Duration ICT,Lanes Blocked,Blockage Duration RCT,Response Time,"Rural/
Urban",Key ,County,Interstate,Route,Direction,Unnamed: 16,Description,Inc MM,Latitude,Longitude,Severity Lanes,Severity Duration,Severity,Temp,Prec,Condition,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description,icon,stations
1070,3,2160,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 43.6",2020-11-25,6:14:49 AM,264,1,1,2,Urban,1109,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 43.6          ,43.6,36.23387809,-86.78488426,Level 2,Level 1,Level 1,58.2,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1086,3,2178,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 74",2020-11-25,7:40:21 AM,180.7333333,0,0,0.033333333,Urban,1127,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 74          ,74.0,36.03065279,-86.78345111,Level 1,Level 1,Level 1,57.1,0.01,Rain,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1091,3,2185,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 51.8",2020-11-25,8:30:25 AM,53,1,13,4,Urban,1134,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 51.8          ,51.8,36.09249203,-86.70517325,Level 2,Level 1,Level 1,57.5,0.01,Rain,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1094,3,2188,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, At MILE MARKER 47",2020-11-25,9:08:20 AM,69,2,55,2,Urban,1137,DAVIDSON,I-24W,I-24,Westbound,At,MILE MARKER 47          ,47.0,36.16582593,-86.76465829,Level 3,Level 2,Level 2,58.9,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1097,3,2191,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 208.2",2020-11-25,9:40:17 AM,7,0,0,0,Urban,1140,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 208.2          ,208.2,36.168554,-86.7966,Level 1,Level 1,Level 1,58.9,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1113,3,2207,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, At EXIT 213A: I-24 EAST / CHATTANOOGA",2020-11-25,11:13:45 AM,0,0,0,0,Urban,1156,DAVIDSON,I-40W,I-40,Westbound,At,EXIT 213A: I-24 EAST / CHATTANOOGA       ,213.0,36.14071979,-86.72763708,Level 1,Level 1,Level 1,60.9,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1115,3,2209,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 67.6",2020-11-25,11:53:26 AM,60.01666667,4,37.71666667,2.3,Urban,1158,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 67.6          ,67.6,35.94460787,-86.81521656,Level 3,Level 2,Level 2,60.9,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1122,3,2218,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 49.6",2020-11-25,12:47:29 PM,14,1,5,3,Urban,1167,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 49.6          ,49.6,36.11876182,-86.72626351,Level 2,Level 1,Level 1,62.7,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1128,3,2224,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 215.4",2020-11-25,1:15:17 PM,11,0,0,0,Urban,1173,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 215.4          ,215.4,36.14341929,-86.68759458,Level 1,Level 1,Level 1,65.2,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1144,3,2242,MultiVehicle Crash,"CHEATHAM on Interstate 24 Eastbound, Beyond MILE MARKER 31",2020-11-25,3:16:24 PM,45,2,44,0,Urban,1190,CHEATHAM,I-24E,I-24,Eastbound,Beyond,MILE MARKER 31          ,31.0,36.34835498,-86.93151256,Level 3,Level 2,Level 2,66.5,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1158,3,2257,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 39.6",2020-11-25,5:32:40 PM,64,1,0,2,Urban,1204,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 39.6          ,39.6,36.28786791,-86.80900173,Level 2,Level 1,Level 1,64.1,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1160,3,2259,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 86.2",2020-11-25,5:49:52 PM,171.7833333,2,16.21666667,2.85,Urban,1206,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 86.2          ,86.2,36.21086736,-86.77582377,Level 3,Level 1,Level 1,64.1,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1162,3,2261,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 212.6",2020-11-25,6:26:57 PM,45,0,0,0,Urban,1208,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 212.6          ,212.6,36.143696,-86.73796,Level 1,Level 1,Level 1,63.9,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1166,3,2267,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 60.6",2020-11-25,7:28:58 PM,51,0,0,21,Urban,1213,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 60.6          ,60.6,36.033996,-86.642384,Level 1,Level 1,Level 1,63.4,0.0,Clear,nashville tennessee,2020-11-25,66.5,53.0,59.9,66.5,53.0,59.9,49.4,68.61,0.04,16.67,0.0,0.0,38.4,26.1,198.2,1014.3,78.9,9.7,2020-11-25T06:34:32,2020-11-25T16:33:50,0.4,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1403,3,2560,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 210",2020-11-29,12:47:19 PM,12,0,0,-4,Urban,1479,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 210          ,210.0,36.14856036,-86.77624462,Level 1,Level 1,Level 1,47.8,0.0,Clear,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1414,3,2572,MultiVehicle Crash,"WILLIAMSON on Interstate 40 Westbound, Before MILE MARKER 182",2020-11-29,3:56:02 PM,241,2,0,5,Urban,1490,WILLIAMSON,I-40W,I-40,Westbound,Before,MILE MARKER 182          ,182.4,36.0329936,-87.1670175,Level 3,Level 1,Level 1,50.7,0.0,Clear,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1420,3,2582,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 63",2020-11-29,6:12:05 PM,17,0,0,2,Urban,1498,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 63          ,63.0,36.009338,-86.614909,Level 1,Level 1,Level 1,47.4,0.01,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1421,3,2583,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 88.6",2020-11-29,6:31:48 PM,34.96666667,1,34.31666667,3.233333333,Urban,1499,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 88.6          ,88.6,36.22288,-86.773584,Level 2,Level 2,Level 2,47.4,0.01,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1424,3,2586,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 47.4",2020-11-29,7:29:35 PM,95,0,0,0,Urban,1502,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 47.4          ,47.4,36.18295,-86.775071,Level 1,Level 1,Level 1,46.1,0.02,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1427,3,2589,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 216",2020-11-29,8:30:19 PM,30,1,16,0,Urban,1505,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 216          ,216.0,36.14226702,-86.67682881,Level 2,Level 1,Level 1,44.7,0.02,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1429,3,2591,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 200.8",2020-11-29,10:09:54 PM,53,2,53,0,Urban,1507,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 200.8          ,200.8,36.12759244,-86.90158904,Level 3,Level 2,Level 2,42.9,0.14,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1431,3,2593,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 211.6",2020-11-29,10:33:56 PM,21,2,19,0,Urban,1509,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 211.6          ,211.6,36.15117,-87.750837,Level 3,Level 1,Level 1,42.9,0.14,Rain,nashville tennessee,2020-11-29,50.7,34.4,42.3,50.7,34.4,41.1,36.3,79.42,0.28,29.17,0.0,0.0,33.5,9.7,133.5,1016.3,71.7,8.9,2020-11-29T06:38:21,2020-11-29T16:32:46,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1438,3,2600,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, At MILE MARKER 216",2020-11-30,12:59:32 AM,114,3,108,5,Urban,1516,DAVIDSON,I-40E,I-40,Eastbound,At,MILE MARKER 216          ,216.0,36.14226702,-86.67682881,Level 3,Level 3,Level 3,42.2,0.1,Rain,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1439,3,2601,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 54",2020-11-30,1:08:45 AM,8,2,8,0,Urban,1517,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 54          ,54.0,36.06493445,-86.68486152,Level 3,Level 1,Level 1,37.8,0.28,Rain,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1440,3,2604,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Beyond MILE MARKER 211",2020-11-30,5:24:19 AM,31,0,0,0,Urban,1518,DAVIDSON,I-40E,I-40,Eastbound,Beyond,MILE MARKER 211          ,211.0,36.15439156,-86.76077874,Level 1,Level 1,Level 1,39.4,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1449,3,2618,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, At MILE MARKER 60.2",2020-11-30,7:56:06 AM,48,2,10,5,Urban,1528,DAVIDSON,I-24W,I-24,Westbound,At,MILE MARKER 60.2          ,60.2,36.038418,-86.647403,Level 3,Level 1,Level 1,38.3,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1474,3,2657,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 54.4",2020-11-30,1:31:13 PM,52,2,1,0,Urban,1555,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 54.4          ,54.4,36.05971505,-86.67944432,Level 3,Level 1,Level 1,34.5,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1475,3,2658,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 76.4",2020-11-30,1:34:36 PM,70.91666667,1,70.61666667,0.016666667,Urban,1556,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 76.4          ,76.4,36.06248056,-86.77181311,Level 2,Level 2,Level 2,34.5,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1476,3,2659,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 46.8",2020-11-30,1:46:54 PM,32,1,2,0,Urban,1557,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 46.8          ,46.8,36.16791825,-86.76567324,Level 2,Level 1,Level 1,34.5,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1480,3,2665,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 54.6",2020-11-30,2:30:18 PM,89,4,1,0,Urban,1561,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 54.6          ,54.6,36.05826813,-86.67825476,Level 3,Level 1,Level 1,34.5,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1484,3,2669,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, At EXIT 221A: SR-45 NORTH / THE HERMITAGE",2020-11-30,2:57:53 PM,98,4,20,0,Urban,1565,DAVIDSON,I-40E,I-40,Eastbound,At,EXIT 221A: SR-45 NORTH / THE HERMITAGE      ,221.0,36.17023732,-86.59814658,Level 3,Level 1,Level 1,34.5,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1486,3,2673,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 88.4",2020-11-30,3:29:34 PM,49.36666667,3,32.3,2.083333333,Urban,1567,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 88.4          ,88.4,36.23708595,-86.75978437,Level 3,Level 2,Level 2,33.9,0.01,Rain,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1487,3,2674,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 90",2020-11-30,3:47:19 PM,64.58333333,1,13.86666667,2.016666667,Urban,1568,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 90          ,90.0,36.25294824,-86.73945704,Level 2,Level 1,Level 1,33.9,0.01,Rain,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1491,3,2685,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 93.4",2020-11-30,5:41:01 PM,29.71666667,1,0.65,5.1,Urban,1574,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 93.4          ,93.4,36.29632787,-86.71541174,Level 2,Level 1,Level 1,32.7,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1492,3,2686,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 86.8",2020-11-30,5:47:52 PM,6.566666667,1,2.533333333,0.033333333,Urban,1575,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 86.8          ,86.8,36.197866,-86.776071,Level 2,Level 1,Level 1,32.7,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1501,3,2700,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 60",2020-11-30,11:34:54 PM,88,1,87,0,Urban,1585,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 60          ,60.0,36.040267,-86.650288,Level 2,Level 2,Level 2,31.9,0.0,Clear,nashville tennessee,2020-11-30,42.2,31.9,35.5,36.7,23.2,27.3,30.2,81.15,0.57,33.33,0.0,0.0,26.6,16.4,301.7,1014.3,98.9,7.5,2020-11-30T06:39:17,2020-11-30T16:32:35,0.5,Rain,Cloudy skies throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1676,3,2927,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 60.6",2020-12-03,6:51:10 AM,73,2,22,-4,Urban,1773,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 60.6          ,60.6,36.033996,-86.642384,Level 3,Level 1,Level 1,29.8,0.0,Clear,nashville tennessee,2020-12-03,55.1,27.8,41.1,55.1,26.3,40.6,29.5,67.62,0.12,16.67,0.0,0.0,20.8,7.7,96.1,1024.7,77.8,9.5,2020-12-03T06:42:00,2020-12-03T16:32:15,0.55,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1696,3,2963,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 84.6",2020-12-03,10:21:18 AM,60.85,1,23.56666667,3.916666667,Urban,1796,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 84.6          ,84.6,36.19194638,-86.78318833,Level 2,Level 1,Level 1,40.3,0.0,Clear,nashville tennessee,2020-12-03,55.1,27.8,41.1,55.1,26.3,40.6,29.5,67.62,0.12,16.67,0.0,0.0,20.8,7.7,96.1,1024.7,77.8,9.5,2020-12-03T06:42:00,2020-12-03T16:32:15,0.55,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
1700,3,2967,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 53.4",2020-12-03,11:57:30 AM,33,1,7,6,Urban,1800,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 53.4          ,53.4,36.07214598,-86.69150345,Level 2,Level 1,Level 1,46.6,0.0,Clear,nashville tennessee,2020-12-03,55.1,27.8,41.1,55.1,26.3,40.6,29.5,67.62,0.12,16.67,0.0,0.0,20.8,7.7,96.1,1024.7,77.8,9.5,2020-12-03T06:42:00,2020-12-03T16:32:15,0.55,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
